cycle_uid,cycle_id,ml_id,lead_id,deal_id,account_id,account_name,ml_stage_start_time,lead_stage_start_time,deal_stage_start_time,ml_stage_end_time,ml_dead_time,lead_stage_end_time,lead_dead_time,deal_stage_current,deal_closing_date,deal_modified_time,deal_is_won,deal_is_lost,deal_pipeline,deal_produkt,deal_amount,ml_owner_current,lead_owner_current,lead_dla_salesa,deal_owner_current,project_type,source_from,source_I_tier,source_II_tier,source_III_tier,source_IV_tier,events_count_total,events_count_lead_stage,events_count_deal_stage,lead_first_meeting_time,lead_meetings_count,lead_meeting1_days,ankiety_count,ankieta_avg_quality,ankieta_avg_meeting,ankieta_presales_primary,ml_days_in_stage,lead_days_in_stage,cycle_to_sales_days
ml:751364000042948055,751364000042948055,751364000042948055,,,,,2025-12-04T06:00:12,,,2025-12-04T10:39:54,2025-12-04T10:39:54,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042948009,751364000042948009,751364000042948009,,,,,2025-12-03T21:06:55,,,2025-12-04T09:00:06,2025-12-04T09:00:06,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,0,0,0,,0,,0,,,,0.0,,
ml:751364000042943146,751364000042943146,751364000042943146,,,,,2025-12-06T19:52:01,,,2025-12-08T09:29:26,2025-12-08T09:29:26,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,1.0,,
ml:751364000042943064,751364000042943064,751364000042943064,,,,,2025-12-05T07:53:13,,,2025-12-05T13:00:11,2025-12-05T13:00:11,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042943018,751364000042943018,751364000042943018,,,,,2025-12-04T12:30:14,,,2025-12-04T13:23:22,2025-12-04T13:23:22,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042942015,751364000042942015,751364000042942015,,,,,2025-12-05T09:33:49,,,2025-12-05T10:05:08,2025-12-05T10:05:08,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,0,0,0,,0,,0,,,,0.0,,
ml:751364000042940124,751364000042940124,751364000042940124,,,,,2025-12-04T20:14:32,,,2025-12-05T13:04:41,2025-12-05T13:04:41,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042940078,751364000042940078,751364000042940078,,,,,2025-12-03T22:12:32,,,2025-12-04T11:17:52,2025-12-04T11:17:52,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042940033,751364000042940033,751364000042940033,,,,,2025-12-03T21:52:15,,,2025-12-04T11:19:38,2025-12-04T11:19:38,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042880187,751364000042925093,751364000042880187,751364000042925093,,,,2025-12-04T14:24:32,,,2025-12-04T15:28:58,2025-12-04T15:28:58,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042874125,751364000042925131,751364000042874125,751364000042925131,,,,2025-12-05T11:56:14,,,2025-12-05T12:44:43,2025-12-05T12:44:43,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Meddiesk 3.0,Meddiesk 3.0,0,0,0,,0,,0,,,,0.0,,
ml:751364000042870024,751364000042870024,751364000042870024,,,,,2025-12-03T12:14:53,,,2025-12-03T14:13:33,2025-12-03T14:13:33,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042850015,751364000042850015,751364000042850015,,,,,2025-12-02T20:21:11,,,2025-12-03T14:23:56,2025-12-03T14:23:56,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042844023,751364000042844023,751364000042844023,,,,,2025-12-02T18:42:39,,,2025-12-03T14:27:41,2025-12-03T14:27:41,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042842008,751364000042842008,751364000042842008,,,,,2025-12-02T16:52:35,,,2025-12-03T14:35:51,2025-12-03T14:35:51,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042830001,751364000042759069,751364000042830001,751364000042759069,,,,2025-12-01T22:55:28,2025-12-02T11:05:26,,2025-12-02T11:05:26,,2025-12-02T11:05:55,2025-12-02T11:05:55,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,0.0,
ml:751364000042828057,751364000042828057,751364000042828057,,,,,2025-12-02T19:26:03,,,2025-12-03T14:52:49,2025-12-03T14:52:49,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042825060,751364000042825060,751364000042825060,,,,,2025-12-02T21:34:06,,,2025-12-03T15:05:12,2025-12-03T15:05:12,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042825008,751364000042825008,751364000042825008,,,,,2025-12-02T00:49:28,,,2025-12-02T11:12:04,2025-12-02T11:12:04,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,0,0,0,,0,,0,,,,0.0,,
ml:751364000042824075,751364000042824075,751364000042824075,,,,,2025-12-02T19:42:47,,,2025-12-03T15:20:33,2025-12-03T15:20:33,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,0,0,0,,0,,0,,,,0.0,,
ml:751364000042824002,751364000042824002,751364000042824002,,,,,2025-12-01T16:01:59,,,2025-12-01T16:21:47,2025-12-01T16:21:47,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042810001,751364000042810001,751364000042810001,,,,,2025-12-01T13:49:48,,,2025-12-01T14:31:06,2025-12-01T14:31:06,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042805001,751364000042805001,751364000042805001,,,,,2025-12-01T13:13:35,,,2025-12-01T14:28:36,2025-12-01T14:28:36,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042797089,751364000042797089,751364000042797089,,,,,2025-12-02T21:19:34,,,2025-12-03T11:53:29,2025-12-03T11:53:29,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042797011,751364000042797011,751364000042797011,,,,,2025-12-01T15:29:23,,,2025-12-01T15:32:00,2025-12-01T15:32:00,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042774161,751364000042774161,751364000042774161,,,,,2025-12-02T19:04:49,,,2025-12-03T12:00:14,2025-12-03T12:00:14,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042743279,751364000042743279,751364000042743279,,,,,2025-12-02T20:55:54,,,2025-12-03T11:52:44,2025-12-03T11:52:44,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042743228,751364000042863005,751364000042743228,751364000042863005,,,,2025-12-02T20:50:14,,,2025-12-03T11:32:55,2025-12-03T11:32:55,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042743084,751364000042785072,751364000042743084,751364000042785072,,,,2025-12-02T10:07:41,,,2025-12-02T10:30:21,2025-12-02T10:30:21,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Umów spotkanie,Umów spotkanie,0,0,0,,0,,1,4.0,,Michał Modzelewski,0.0,,
ml:751364000042679013,751364000042723007,751364000042679013,751364000042723007,,,,2025-12-01T09:48:17,,,2025-12-01T10:31:10,2025-12-01T10:31:10,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,brak danych,brak danych,brak danych,0,0,0,,0,,1,4.0,,Michał Modzelewski,0.0,,
ml:751364000042656002,751364000042656002,751364000042656002,,,,,2025-12-01T08:04:17,,,2025-12-01T11:09:12,2025-12-01T11:09:12,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042610021,751364000042766001,751364000042610021,751364000042766001,,,,2025-11-28T18:10:39,2025-12-01T11:55:03,,2025-12-01T11:55:03,,2025-12-02T11:43:11,2025-12-02T11:43:11,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,2.0,0.0,
ml:751364000042607006,751364000042607006,751364000042607006,,,,,2025-11-29T16:25:42,,,2025-12-01T14:46:41,2025-12-01T14:46:41,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,0,0,0,,0,,0,,,,1.0,,
ml:751364000042603002,751364000042800010,751364000042603002,751364000042800010,,,,2025-11-28T01:49:11,2025-12-01T14:36:23,,2025-12-01T14:36:23,,2025-12-02T11:57:37,2025-12-02T11:57:37,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,0,0,0,,0,,0,,,,3.0,0.0,
ml:751364000042597016,751364000042597016,751364000042597016,,,,,2025-11-30T00:05:48,,,2025-12-01T11:46:54,2025-12-01T11:46:54,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,1.0,,
ml:751364000042595008,751364000042595008,751364000042595008,,,,,2025-11-27T13:56:09,,,2025-12-01T11:42:59,2025-12-01T11:42:59,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,3.0,,
ml:751364000042590029,751364000042756026,751364000042590029,751364000042756026,,,,2025-11-27T15:48:18,,,2025-12-01T14:59:07,2025-12-01T14:59:07,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,1,5.0,,Michał Modzelewski,3.0,,
ml:751364000042584104,751364000042570136,751364000042584104,751364000042570136,,,,2025-11-28T12:01:34,,,2025-11-30T16:58:06,2025-11-30T16:58:06,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,2.0,,
ml:751364000042582175,751364000042702001,751364000042582175,751364000042702001,,,,2025-11-30T20:31:00,2025-12-01T09:28:21,,2025-12-01T09:28:21,,2025-12-18T13:55:00,2025-12-18T13:55:00,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,1,1,0,2025-12-15T16:00:00,1,14.0,1,3.0,,Michał Modzelewski,0.0,17.0,
ml:751364000042576041,751364000042582045,751364000042576041,751364000042582045,,,,2025-11-27T14:27:45,,,2025-11-28T08:25:33,2025-11-28T08:25:33,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042575025,751364000042591048,751364000042575025,751364000042591048,,,,2025-11-27T16:06:57,,,2025-11-28T08:58:14,2025-11-28T08:58:14,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042572109,751364000042786023,751364000042572109,751364000042786023,,,,2025-11-29T13:23:15,2025-12-01T14:55:28,,2025-12-01T14:55:28,,2025-12-12T11:01:36,2025-12-12T11:01:36,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,2.0,10.0,
ml:751364000042565140,751364000042689003,751364000042565140,751364000042689003,,,,2025-11-29T13:24:15,,,2025-12-01T09:45:56,2025-12-01T09:45:56,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,1,5.0,,Michał Modzelewski,1.0,,
ml:751364000042559091,751364000042559091,751364000042559091,,,,,2025-11-28T12:56:20,,,2025-12-01T09:17:26,2025-12-01T09:17:26,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,brak danych,brak danych,brak danych,0,0,0,,0,,0,,,,2.0,,
ml:751364000042556008,751364000042556008,751364000042556008,,,,,2025-11-27T15:31:09,,,2025-12-01T11:42:07,2025-12-01T11:42:07,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,3.0,,
ml:751364000042548067,751364000042746001,751364000042548067,751364000042746001,,,,2025-11-30T01:23:31,2025-12-01T11:38:00,,2025-12-01T11:38:00,,2025-12-02T11:29:45,2025-12-02T11:29:45,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Facebook,Umów spotkanie FB,Umów spotkanie FB,0,0,0,,0,,0,,,,1.0,0.0,
ml:751364000042548001,751364000042548001,751364000042548001,,,,,2025-11-27T08:13:12,,,2025-11-27T10:46:57,2025-11-27T10:46:57,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042544057,751364000042571164,751364000042544057,751364000042571164,,,,2025-11-27T20:43:48,,,2025-11-28T10:09:56,2025-11-28T10:09:56,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042539077,751364000042783046,751364000042539077,751364000042783046,,,,2025-11-27T14:47:58,2025-12-01T15:09:18,,2025-12-01T15:09:18,,2025-12-08T11:55:30,2025-12-08T11:55:30,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,4.0,6.0,
ml:751364000042539006,751364000042539006,751364000042539006,,,,,2025-11-27T09:33:21,,,2025-11-27T10:20:21,2025-11-27T10:20:21,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Audyt Tajemniczego Pacjenta 202503,Audyt Tajemniczego Pacjenta 202503,0,0,0,,0,,0,,,,0.0,,
ml:751364000042513115,751364000042720004,751364000042513115,751364000042720004,,,,2025-11-29T08:04:34,,,2025-12-01T10:01:57,2025-12-01T10:01:57,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Umów spotkanie,Umów spotkanie,0,0,0,,0,,0,,,,2.0,,
ml:751364000042507001,751364000042507001,751364000042507001,,,,,2025-11-26T19:55:00,,,2025-11-27T10:50:41,2025-11-27T10:50:41,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042495001,751364000042471016,751364000042495001,751364000042471016,,,,2025-11-26T14:37:26,2025-11-26T15:23:33,,2025-11-26T15:23:33,,2025-11-26T16:31:49,2025-11-26T16:31:49,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,0.0,
ml:751364000042449014,751364000042571007,751364000042449014,751364000042571007,,,,2025-11-26T17:17:48,2025-11-27T09:59:15,,2025-11-27T09:59:15,,2025-12-04T11:55:38,2025-12-04T11:55:38,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Strona internetowa medidesk,Umów spotkanie,Umów spotkanie,0,0,0,,0,,0,,,,0.0,7.0,
ml:751364000042425021,751364000042565009,751364000042425021,751364000042565009,,,,2025-11-26T18:47:40,,,2025-11-27T10:11:33,2025-11-27T10:11:33,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Umów spotkanie,Umów spotkanie,0,0,0,,0,,0,,,,0.0,,
ml:751364000042395001,751364000042395001,751364000042395001,,,,,2025-11-26T11:51:47,,,2025-11-26T11:53:04,2025-11-26T11:53:04,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042345014,751364000042444001,751364000042345014,751364000042444001,,,,2025-11-26T12:33:21,,,2025-11-26T12:57:23,2025-11-26T12:57:23,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Strona internetowa medidesk,Meddiesk 3.0,Meddiesk 3.0,0,0,0,,0,,0,,,,0.0,,
ml:751364000042333002,751364000042333002,751364000042333002,,,,,2025-11-25T22:11:15,,,2025-11-26T09:49:13,2025-11-26T09:49:13,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042266001,751364000042266001,751364000042266001,,,,,2025-11-25T14:45:37,,,2025-11-26T10:43:14,2025-11-26T10:43:14,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042190001,751364000042126011,751364000042190001,751364000042126011,,,,2025-11-25T11:23:42,,,2025-11-25T12:55:49,2025-11-25T12:55:49,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,1,5.0,,Michał Modzelewski,0.0,,
ml:751364000042175001,751364000042175001,751364000042175001,,,,,2025-11-25T09:46:04,,,2025-11-25T10:05:52,2025-11-25T10:05:52,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,Kurs MBM Black Friday,Kurs MBM Black Friday,0,0,0,,0,,0,,,,0.0,,
ml:751364000042166017,751364000042419039,751364000042166017,751364000042723007,751364000042419039,751364000042205015,VIVENTI CLINIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025-11-25T11:47:10,,2025-11-26T16:46:49,2025-12-01T11:38:38,2025-12-01T11:38:38,2025-11-26T16:46:49,,Closed Won,2026-01-26T00:00:00,2025-12-12T13:31:57,True,False,Sprzedaż,"medidesk, Medidesk",1149.0,Michał Modzelewski,,,Alberto Garita,PreSales,ML,Inbound,Strona internetowa medidesk,Umów spotkanie,Umów spotkanie,1,0,0,,0,,1,4.0,,Michał Modzelewski,5.0,,1.0
ml:751364000042091002,751364000042091002,751364000042091002,,,,,2025-11-23T14:31:26,,,2025-11-24T12:16:40,2025-11-24T12:16:40,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,Kurs MBM Black Friday,Kurs MBM Black Friday,0,0,0,,0,,0,,,,0.0,,
ml:751364000042083148,751364000042083148,751364000042083148,,,,,2025-11-24T16:21:02,,,2025-11-25T10:54:00,2025-11-25T10:54:00,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042083092,751364000042083092,751364000042083092,,,,,2025-11-23T12:44:45,,,2025-11-24T11:49:07,2025-11-24T11:49:07,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,0.0,,
ml:751364000042080104,751364000042080104,751364000042080104,,,,,2025-11-22T17:12:16,,,2025-11-24T10:22:10,2025-11-24T10:22:10,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,1.0,,
ml:751364000042075101,751364000042075101,751364000042075101,,,,,2025-11-22T10:50:31,,,2025-11-24T11:52:51,2025-11-24T11:52:51,,,,,,False,False,,,,Michał Modzelewski,,,,PreSales,ML,Inbound,Facebook,EBook Zmiany w prawie marketingu medycznego,EBook Zmiany w prawie marketingu medycznego,0,0,0,,0,,0,,,,2.0,,
ml:751364000042071078,751364000042337051,751364000042071078,751364000042337051,,,,2025-11-21T10:07:38,2025-11-26T11:56:28,,2025-11-26T11:56:28,,2025-12-08T12:49:57,2025-12-08T12:49:57,,,,False,False,,,,Michał Modzelewski,Michał Modzelewski,,,PreSales,ML,Inbound,Facebook,Kurs MBM Black Friday,Kurs MBM Black Friday,0,0,0,,0,,0,,,,5.0,12.0,
